group,query_id,top1_score,max_s_vec,margin
paraphrase_SHOULD_answer,Q038-p1,0.9629960377896088,0.6628779421423305,0.04553785838561264
paraphrase_SHOULD_answer,Q038-p2,0.8059589589669448,0.5655293898068019,0.014899703755194782
paraphrase_SHOULD_answer,Q027-p1,0.9548759722488607,0.6679234177157867,0.001305714885579068
paraphrase_SHOULD_answer,Q027-p2,1.0014964859945417,0.7342494213653371,0.0034590067305563243
paraphrase_SHOULD_answer,Q079-p1,0.9158231020974567,0.7960778829070727,0.004432397503062679
paraphrase_SHOULD_answer,Q079-p2,0.8495124038206474,0.5101414895404554,0.022958347602255236
paraphrase_SHOULD_answer,Q092-p1,0.9139772332679085,0.621887581134953,0.013235244973321403
paraphrase_SHOULD_answer,Q092-p2,0.571693017642591,0.0,0.0226034339531459
paraphrase_SHOULD_answer,Q050-p1,0.9805490138842088,0.7025429932497991,0.013706642227064858
paraphrase_SHOULD_answer,Q050-p2,0.9200417360606259,0.612050047589498,0.010470269340236649
paraphrase_SHOULD_answer,Q016-p1,0.9173864466882821,0.6755349842449005,0.00516994389094616
paraphrase_SHOULD_answer,Q016-p2,0.7326954060209567,0.6022332850198436,0.006613954933379129
paraphrase_SHOULD_answer,Q094-p1,0.9110776011042185,0.59578513985323,0.07941376722695237
paraphrase_SHOULD_answer,Q094-p2,0.9681127895652044,0.6771364708466373,0.08794375893546746
paraphrase_SHOULD_answer,Q072-p1,0.9452994118883743,0.6584873777676219,0.10220580702716042
paraphrase_SHOULD_answer,Q072-p2,0.9934450123099026,0.7224059610878931,0.09961909923452317
paraphrase_SHOULD_answer,Q087-p1,0.9316432644150773,0.644067039233109,0.011551701468784703
paraphrase_SHOULD_answer,Q087-p2,0.9633837015719744,0.6924701659589442,0.0013138106983652253
paraphrase_SHOULD_answer,Q023-p1,0.965300585522017,0.6779381747902296,0.33626177582511907
paraphrase_SHOULD_answer,Q023-p2,0.9569265485412424,0.6633065943734914,0.30481113861180564
out_of_scope_SHOULD_abstain,OOS-0,0.9835643920968717,0.6671287637967317,0.03858856381991471
out_of_scope_SHOULD_abstain,OOS-1,0.9121858650289996,0.5243717356115305,0.43118751672954336
out_of_scope_SHOULD_abstain,OOS-2,0.901678376229386,0.5280624085750415,0.03867959655267883
out_of_scope_SHOULD_abstain,OOS-3,1.013029685759618,0.7260593640772116,0.11405857937633712
out_of_scope_SHOULD_abstain,OOS-4,1.0468876609539537,0.7937753146578138,0.03926318255865047
out_of_scope_SHOULD_abstain,OOS-5,0.986432507156694,0.6910085934875595,0.0059252388695727465
out_of_scope_SHOULD_abstain,OOS-6,1.0055177324850162,0.7110354657059172,0.18187658661544392
out_of_scope_SHOULD_abstain,OOS-7,0.9331481669482271,0.5936996947990425,0.023724711389593867
out_of_scope_SHOULD_abstain,OOS-8,1.0314887227127965,0.771032794483618,0.014870512341029096
out_of_scope_SHOULD_abstain,OOS-9,1.0539019564786285,0.8078039005563685,0.15387045922524933
out_of_scope_SHOULD_abstain,OOS-10,1.0366757903128943,0.7733515797151713,0.14863793950453152
out_of_scope_SHOULD_abstain,OOS-11,0.9193160263317293,0.5391054826614122,0.5407104195747698
out_of_scope_SHOULD_abstain,OOS-12,0.940579087391062,0.5811581778783222,0.46600400657513913
out_of_scope_SHOULD_abstain,OOS-13,0.9760981374734243,0.6521962621708919,0.135048890980212
out_of_scope_SHOULD_abstain,OOS-14,0.6330683362288332,0.44602665735969865,0.11413222171765791
out_of_scope_SHOULD_abstain,OOS-16,1.030193499607423,0.7603869987779668,0.027951774123329498
out_of_scope_SHOULD_abstain,OOS-17,0.9885562020664039,0.6771123943672659,0.20730052527264864
out_of_scope_SHOULD_abstain,OOS-18,1.0378467107320102,0.7756934095204842,0.014354692878923991
out_of_scope_SHOULD_abstain,OOS-19,0.9111216645299935,0.5222433194835993,0.24244099569367084
out_of_scope_SHOULD_abstain,OOS-20,0.9146662562613204,0.5422404107955551,0.19294839812123554
out_of_scope_SHOULD_abstain,OOS-22,0.9747994542067883,0.6495988951733879,0.02768361409965181
out_of_scope_SHOULD_abstain,OOS-23,1.020557776283245,0.7637213147290661,0.005852513115526925
out_of_scope_SHOULD_abstain,OOS-24,1.0295056495890527,0.7590112938630224,0.02910247350283468
out_of_scope_SHOULD_abstain,OOS-25,0.9980819409209186,0.7194679067926039,0.016646930068370813
out_of_scope_SHOULD_abstain,OOS-27,0.9660853370805984,0.6739282636962145,0.018933538786659376
out_of_scope_SHOULD_abstain,OOS-28,0.9851645537055438,0.6703291034994069,0.4377550017122269
out_of_scope_SHOULD_abstain,OOS-29,1.043405211133441,0.7868104189297669,0.17781985292453717
out_of_scope_SHOULD_abstain,OOS-30,1.006401246599141,0.7148398101124948,0.014414235855385926
out_of_scope_SHOULD_abstain,OOS-32,0.9940623915728748,0.6881247650072082,0.32302906065134795
out_of_scope_SHOULD_abstain,OOS-33,0.942399981118536,0.6003867590389842,0.0031303619337990085
out_of_scope_SHOULD_abstain,OOS-34,1.0255422006347756,0.7510844013570201,0.1887823126619449
out_of_scope_SHOULD_abstain,OOS-35,0.9741991438784835,0.6483982793801953,0.09298086624729562
out_of_scope_SHOULD_abstain,OOS-36,1.0193063419702617,0.7386126855766895,0.14173926853583796
out_of_scope_SHOULD_abstain,OOS-37,1.0536497724849283,0.8072995550803128,0.11652051346332903
out_of_scope_SHOULD_abstain,OOS-38,0.9879408167119782,0.7006147452971209,0.05807203151041285
out_of_scope_SHOULD_abstain,OOS-39,1.0440515712103147,0.7881031357570383,0.014121708744549544
out_of_scope_SHOULD_abstain,OOS-40,1.0324621336055153,0.7649242716711411,0.011850530677079751
out_of_scope_SHOULD_abstain,OOS-41,0.9707818424640313,0.6415636744035719,0.43526730829160687
out_of_scope_SHOULD_abstain,OOS-42,0.9821384488079306,0.6642769054716081,0.10330871794555618
out_of_scope_SHOULD_abstain,OOS-43,0.9782366755476684,0.6564733377512425,0.4134633022153512
out_of_scope_SHOULD_abstain,OOS-44,1.0432196405205851,0.7864392745632897,0.04083722936780987
